Store,Production Area,Plan ID,Production Date,SKU Number,Description,Forecast Qty,Modified Qty,Modified By,Sales,Throwaways,Production Totals,
304,390,849422,10/17/2021,104284271,MIN: 'M' Plain Chicken Leg,4,,,,,,
304,390,849422,10/17/2021,104284280,MIN: 'M' 4 Plain Chicken Legs,4,,,,,,
304,390,849422,10/17/2021,104288230,MIN: 'M' Bacon Rib,2,,,,,,
304,390,849422,10/17/2021,104305589,M' STOUT CHICKEN THIGH,30,,,,,,
304,390,849422,10/17/2021,104305600,MIN: 'M' Stout Chicken Thigh,5,,,,,,
304,390,849422,10/17/2021,104305765,MIN: 'M' Plain Chicken Thigh,5,,,,,,
304,390,849422,10/17/2021,104305773,MIN: 'M' 5 Plain Chicken Thighs,9,,,,,,
304,390,849422,10/17/2021,104306047,MIN: 'M' Plain Chicken Drumstick,5,,,,,,
304,390,849422,10/17/2021,104306063,MIN: 'M' 5 Plain Chicken Drumsticks,5,,,,,,
304,390,849422,10/17/2021,104317301,MIN: 'M' Extra Tasty British Chicken,6,,,,,,
304,390,849422,10/17/2021,104317379,MIN: 'M' Roast British Chicken,3,,,,,,
304,390,849422,10/17/2021,104978599,JUMBO PORK SAUSAGE,4,,,,,,
304,390,849422,10/17/2021,105018426,MIN: 'M' Extra Tasty British Chicken VAT FREE,2,,,,,,
304,390,849422,10/17/2021,105018451,MIN: 'M' Roast British Chicken VAT FREE,5,,,,,,
304,390,849422,10/17/2021,105190120,MIN: 'M' Plain Chicken Leg 2's,4,,,,,,
304,390,849422,10/17/2021,105348927,RIBS OF FIRE,40,,,,,,
304,390,849422,10/17/2021,105348994,GAMMON SHANK,14,,,,,,
304,390,849422,10/17/2021,105349022,MIN: Gammon Shank,14,,,,,,
304,390,849422,10/17/2021,105453541,BACON RIB,2,,,,,,
304,390,849422,10/17/2021,105810149,PLAIN CHICKEN LEG,28,,,,,,
304,390,849422,10/17/2021,105810211,PLAIN CHICKEN THIGH,50,,,,,,
304,390,849422,10/17/2021,105810261,PLAIN CHICKEN DRUMSTICK,30,,,,,,
304,390,849422,10/17/2021,106795201,LARGE PLAIN CHICKEN BREAST,6,,,,,,
304,390,849422,10/17/2021,106795825,MIN: MORRISONS LARGE PLAIN CHICKEN BREAST X 2,2,,,,,,
304,390,849422,10/17/2021,106796035,MIN: MORRISONS LARGE PLAIN CHICKEN BREAST,2,,,,,,
304,390,849422,10/17/2021,107266431,MIN: MORRISONS STOUT CHICKEN THIGHS 5'S,5,,,,,,
304,390,849422,10/17/2021,108812617,M Oven Fresh Bacon,6,,,,,,
304,390,849422,10/17/2021,109315479,MIN: MORRISONS CHINESE CHICKEN THIGH,3,,,,,,
304,390,849422,10/17/2021,109315495,MIN: MORRISONS 5 CHINESE CHICKEN THIGHS,2,,,,,,
304,390,849422,10/17/2021,109315591,MIN: MORRISONS 5 RIBS OF FIRE,2,,,,,,
304,390,849422,10/17/2021,109315612,MIN: MORRISONS 10 RIBS OF FIRE,3,,,,,,
304,390,849422,10/17/2021,109386226,Chinese Thigh,13,,,,,,
304,390,849422,10/17/2021,109807481,CHINESE RIB,2,,,,,,
304,390,849422,10/17/2021,109821363,MORRISONS BELLY PORK PORTION,5,,,,,,
